"DATE","PRODUCT","WEIGHTED_AVG_IN_EURO"
"2021-04-15","GAS","0.0476"
"2021-04-16","GAS","0.0476"
"2021-04-17","GAS","0.0476"
"2021-04-18","GAS","0.0476"
"2021-04-19","GAS","0.0476"
"2021-04-20","GAS","0.0477"
"2021-04-21","GAS","0.0477"
"2021-04-22","GAS","0.0477"
"2021-04-23","GAS","0.0477"
"2021-04-24","GAS","0.0477"
"2021-04-25","GAS","0.0477"
"2021-04-26","GAS","0.0477"
"2021-04-27","GAS","0.0478"
"2021-04-28","GAS","0.0478"
"2021-04-29","GAS","0.0478"
"2021-04-30","GAS","0.0480"
"2021-05-01","GAS","0.0478"
"2021-05-02","GAS","0.0478"
"2021-05-03","GAS","0.0478"
"2021-05-04","GAS","0.0478"
"2021-05-05","GAS","0.0486"
"2021-05-06","GAS","0.0486"
"2021-05-07","GAS","0.0479"
"2021-05-08","GAS","0.0481"
"2021-05-09","GAS","0.0481"
"2021-05-10","GAS","0.0485"
"2021-05-11","GAS","0.0485"
"2021-05-12","GAS","0.0486"
"2021-05-13","GAS","0.0482"
"2021-05-14","GAS","0.0482"
"2021-05-15","GAS","0.0482"
"2021-05-16","GAS","0.0482"
"2021-05-17","GAS","0.0482"
"2021-05-18","GAS","0.0487"
"2021-05-19","GAS","0.0488"
"2021-05-20","GAS","0.0487"
"2021-05-21","GAS","0.0487"
"2021-05-22","GAS","0.0490"
"2021-05-23","GAS","0.0490"
"2021-05-24","GAS","0.0490"
"2021-05-25","GAS","0.0490"
"2021-05-26","GAS","0.0490"
"2021-05-27","GAS","0.0492"
"2021-05-28","GAS","0.0496"
"2021-05-29","GAS","0.0494"
"2021-05-30","GAS","0.0494"
"2021-05-31","GAS","0.0494"
"2021-06-01","GAS","0.0494"
"2021-06-02","GAS","0.0494"
"2021-06-03","GAS","0.0495"
"2021-06-04","GAS","0.0499"
"2021-06-05","GAS","0.0499"
"2021-06-06","GAS","0.0499"
"2021-06-07","GAS","0.0499"
"2021-06-08","GAS","0.0499"
"2021-06-09","GAS","0.0504"
"2021-06-10","GAS","0.0505"
"2021-06-11","GAS","0.0507"
"2021-06-12","GAS","0.0508"
"2021-06-13","GAS","0.0508"
"2021-06-14","GAS","0.0508"
"2021-06-15","GAS","0.0508"
"2021-06-16","GAS","0.0508"
"2021-06-17","GAS","0.0509"
"2021-06-18","GAS","0.0510"
"2021-06-19","GAS","0.0510"
"2021-06-20","GAS","0.0510"
"2021-06-21","GAS","0.0510"
"2021-06-22","GAS","0.0510"
"2021-06-23","GAS","0.0511"
"2021-06-24","GAS","0.0511"
"2021-06-25","GAS","0.0511"
"2021-06-26","GAS","0.0512"
"2021-06-27","GAS","0.0512"
"2021-06-28","GAS","0.0512"
"2021-06-29","GAS","0.0512"
"2021-06-30","GAS","0.0512"
"2021-07-01","GAS","0.0519"
"2021-07-02","GAS","0.0522"
"2021-07-03","GAS","0.0523"
"2021-07-04","GAS","0.0523"
"2021-07-05","GAS","0.0523"
"2021-07-06","GAS","0.0526"
"2021-07-07","GAS","0.0526"
"2021-07-08","GAS","0.0528"
"2021-07-09","GAS","0.0529"
"2021-07-10","GAS","0.0529"
"2021-07-11","GAS","0.0529"
"2021-07-12","GAS","0.0529"
"2021-07-13","GAS","0.0530"
"2021-07-14","GAS","0.0530"
"2021-07-15","GAS","0.0530"
"2021-07-16","GAS","0.0530"
"2021-07-17","GAS","0.0531"
"2021-07-18","GAS","0.0531"
"2021-07-19","GAS","0.0531"
"2021-07-20","GAS","0.0531"
"2021-07-21","GAS","0.0546"
"2021-07-22","GAS","0.0547"
"2021-07-23","GAS","0.0550"
"2021-07-24","GAS","0.0549"
"2021-07-25","GAS","0.0549"
"2021-07-26","GAS","0.0550"
"2021-07-27","GAS","0.0550"
"2021-07-28","GAS","0.0550"
"2021-07-29","GAS","0.0550"
"2021-07-30","GAS","0.0550"
"2021-07-31","GAS","0.0550"
"2021-08-01","GAS","0.0550"
"2021-08-02","GAS","0.0551"
"2021-08-03","GAS","0.0551"
"2021-08-04","GAS","0.0551"
"2021-08-05","GAS","0.0551"
"2021-08-06","GAS","0.0551"
"2021-08-07","GAS","0.0552"
"2021-08-08","GAS","0.0552"
"2021-08-09","GAS","0.0552"
"2021-08-10","GAS","0.0554"
"2021-08-11","GAS","0.0554"
"2021-08-12","GAS","0.0554"
"2021-08-13","GAS","0.0557"
"2021-08-14","GAS","0.0557"
"2021-08-15","GAS","0.0557"
"2021-08-16","GAS","0.0559"
"2021-08-17","GAS","0.0559"
"2021-08-18","GAS","0.0559"
"2021-08-19","GAS","0.0568"
"2021-08-20","GAS","0.0570"
"2021-08-21","GAS","0.0571"
"2021-08-22","GAS","0.0571"
"2021-08-23","GAS","0.0571"
"2021-08-24","GAS","0.0573"
"2021-08-25","GAS","0.0574"
"2021-08-26","GAS","0.0575"
"2021-08-27","GAS","0.0582"
"2021-08-28","GAS","0.0583"
"2021-08-29","GAS","0.0583"
"2021-08-30","GAS","0.0583"
"2021-08-31","GAS","0.0585"
"2021-09-01","GAS","0.0583"
"2021-09-02","GAS","0.0579"
"2021-09-03","GAS","0.0584"
"2021-09-04","GAS","0.0584"
"2021-09-05","GAS","0.0584"
"2021-09-06","GAS","0.0584"
"2021-09-07","GAS","0.0585"
"2021-09-08","GAS","0.0582"
"2021-09-09","GAS","0.0584"
"2021-09-10","GAS","0.0584"
"2021-09-11","GAS","0.0601"
"2021-09-12","GAS","0.0601"
"2021-09-13","GAS","0.0601"
"2021-09-14","GAS","0.0604"
"2021-09-15","GAS","0.0607"
"2021-09-16","GAS","0.0606"
"2021-09-17","GAS","0.0610"
"2021-09-18","GAS","0.0613"
"2021-09-19","GAS","0.0613"
"2021-09-20","GAS","0.0613"
"2021-09-21","GAS","0.0613"
"2021-09-22","GAS","0.0675"
"2021-09-23","GAS","0.0675"
"2021-09-24","GAS","0.0621"
"2021-09-25","GAS","0.0623"
"2021-09-26","GAS","0.0623"
"2021-09-27","GAS","0.0623"
"2021-09-28","GAS","0.0627"
"2021-09-29","GAS","0.0635"
"2021-09-30","GAS","0.0636"
"2021-10-01","GAS","0.0637"
"2021-10-02","GAS","0.0661"
"2021-10-03","GAS","0.0661"
"2021-10-04","GAS","0.0673"
"2021-10-05","GAS","0.0674"
"2021-10-06","GAS","0.0674"
"2021-10-07","GAS","0.0677"
"2021-10-08","GAS","0.0683"
"2021-10-09","GAS","0.0698"
"2021-10-10","GAS","0.0698"
"2021-10-11","GAS","0.0698"
"2021-10-12","GAS","0.0733"
"2021-10-13","GAS","0.0826"
"2021-10-14","GAS","0.0833"
"2021-10-15","GAS","0.0934"
"2021-10-16","GAS","0.1053"
"2021-10-17","GAS","0.1053"
"2021-10-18","GAS","0.1053"
"2021-10-19","GAS","0.1056"
"2021-10-20","GAS","0.1123"
"2021-10-21","GAS","0.1125"
"2021-10-22","GAS","0.1208"
"2021-10-23","GAS","0.1212"
"2021-10-24","GAS","0.1212"
"2021-10-25","GAS","0.1212"
"2021-10-26","GAS","0.1217"
"2021-10-27","GAS","0.1217"
"2021-10-28","GAS","0.1253"
"2021-10-29","GAS","0.1254"
"2021-10-30","GAS","0.1179"
"2021-10-31","GAS","0.1179"
"2021-11-01","GAS","0.1179"
"2021-11-02","GAS","0.1178"
"2021-11-03","GAS","0.1178"
"2021-11-04","GAS","0.1174"
"2021-11-05","GAS","0.1174"
"2021-11-06","GAS","0.1089"
"2021-11-07","GAS","0.1089"
"2021-11-08","GAS","0.1089"
"2021-11-09","GAS","0.1089"
"2021-11-10","GAS","0.1090"
"2021-11-11","GAS","0.1089"
"2021-11-12","GAS","0.1088"
"2021-11-13","GAS","0.1100"
"2021-11-14","GAS","0.1100"
"2021-11-15","GAS","0.1100"
"2021-11-16","GAS","0.1103"
"2021-11-17","GAS","0.1001"
"2021-11-18","GAS","0.1001"
"2021-11-19","GAS","0.1100"
"2021-11-20","GAS","0.1102"
"2021-11-21","GAS","0.1102"
"2021-11-22","GAS","0.1102"
"2021-11-23","GAS","0.1102"
"2021-11-24","GAS","0.1099"
"2021-11-25","GAS","0.1099"
"2021-11-26","GAS","0.1099"
"2021-11-27","GAS","0.1097"
"2021-11-28","GAS","0.1097"
"2021-11-29","GAS","0.1097"
"2021-11-30","GAS","0.1082"
"2021-12-01","GAS","0.1099"
"2021-12-02","GAS","0.1099"
"2021-12-03","GAS","0.1101"
"2021-12-04","GAS","0.0987"
"2021-12-05","GAS","0.0987"
"2021-12-06","GAS","0.1102"
"2021-12-07","GAS","0.1095"
"2021-12-08","GAS","0.1093"
"2021-12-09","GAS","0.1109"
"2021-12-10","GAS","0.1126"
"2021-12-11","GAS","0.1130"
"2021-12-12","GAS","0.1130"
"2021-12-13","GAS","0.1130"
"2021-12-14","GAS","0.1130"
"2021-12-15","GAS","0.1135"
"2021-12-16","GAS","0.1136"
"2021-12-17","GAS","0.1207"
"2021-12-18","GAS","0.1272"
"2021-12-19","GAS","0.1272"
"2021-12-20","GAS","0.1368"
"2021-12-21","GAS","0.1385"
"2021-12-22","GAS","0.1480"
"2021-12-23","GAS","0.1573"
"2021-12-24","GAS","0.2143"
"2021-12-25","GAS","0.2143"
"2021-12-26","GAS","0.2143"
"2021-12-27","GAS","0.2143"
"2021-12-28","GAS","0.1598"
"2021-12-29","GAS","0.1847"
"2021-12-30","GAS","0.1893"
"2021-12-31","GAS","0.1938"
"2022-01-01","GAS","0.1938"
"2022-01-02","GAS","0.1938"
"2022-01-03","GAS","0.1938"
"2022-01-04","GAS","0.1545"
"2022-01-05","GAS","0.1701"
"2022-01-06","GAS","0.1781"
"2022-01-07","GAS","0.1781"
"2022-01-08","GAS","0.1668"
"2022-01-09","GAS","0.1668"
"2022-01-10","GAS","0.1668"
"2022-01-11","GAS","0.1658"
"2022-01-12","GAS","0.1658"
"2022-01-13","GAS","0.1490"
"2022-01-14","GAS","0.1426"
"2022-01-15","GAS","0.1426"
"2022-01-16","GAS","0.1426"
"2022-01-17","GAS","0.1426"
"2022-01-18","GAS","0.1418"
"2022-01-19","GAS","0.1373"
"2022-01-20","GAS","0.1372"
"2022-01-21","GAS","0.1348"
"2022-01-22","GAS","0.1333"
"2022-01-23","GAS","0.1333"
"2022-01-24","GAS","0.1333"
"2022-01-25","GAS","0.1331"
"2022-01-26","GAS","0.1318"
"2022-01-27","GAS","0.1309"
"2022-01-28","GAS","0.1304"
"2022-01-29","GAS","0.1306"
"2022-01-30","GAS","0.1306"
"2022-01-31","GAS","0.1306"
"2022-02-01","GAS","0.1350"
"2022-02-02","GAS","0.1354"
"2022-02-03","GAS","0.1324"
"2022-02-04","GAS","0.1334"
"2022-02-05","GAS","0.1328"
"2022-02-06","GAS","0.1328"
"2022-02-07","GAS","0.1328"
"2022-02-08","GAS","0.1326"
"2022-02-09","GAS","0.1324"
"2022-02-10","GAS","0.1314"
"2022-02-11","GAS","0.1310"
"2022-02-12","GAS","0.1299"
"2022-02-13","GAS","0.1299"
"2022-02-14","GAS","0.1299"
"2022-02-15","GAS","0.1297"
"2022-02-16","GAS","0.1292"
"2022-02-17","GAS","0.1192"
"2022-02-18","GAS","0.1215"
"2022-02-19","GAS","0.1215"
"2022-02-20","GAS","0.1215"
"2022-02-21","GAS","0.1215"
"2022-02-22","GAS","0.1243"
"2022-02-23","GAS","0.1232"
"2022-02-24","GAS","0.1227"
"2022-02-25","GAS","0.1237"
"2022-02-26","GAS","0.1332"
"2022-02-27","GAS","0.1332"
"2022-02-28","GAS","0.1431"
"2022-03-01","GAS","0.1412"
"2022-03-02","GAS","0.1394"
"2022-03-03","GAS","0.1590"
"2022-03-04","GAS","0.1418"
"2022-03-05","GAS","0.1420"
"2022-03-06","GAS","0.1420"
"2022-03-07","GAS","0.1420"
"2022-03-08","GAS","0.1420"
"2022-03-09","GAS","0.1421"
"2022-03-10","GAS","0.2083"
"2022-03-11","GAS","0.2084"
"2022-03-12","GAS","0.2083"
"2022-03-13","GAS","0.2083"
"2022-03-14","GAS","0.2083"
"2022-03-15","GAS","0.2084"
"2022-03-16","GAS","0.2204"
"2022-03-17","GAS","0.2049"
"2022-03-18","GAS","0.2045"
"2022-03-19","GAS","0.1979"
"2022-03-20","GAS","0.1979"
"2022-03-21","GAS","0.1979"
"2022-03-22","GAS","0.1821"
"2022-03-23","GAS","0.1711"
"2022-03-24","GAS","0.1711"
"2022-03-25","GAS","0.1710"
"2022-03-26","GAS","0.1611"
"2022-03-27","GAS","0.1611"
"2022-03-28","GAS","0.1611"
"2022-03-29","GAS","0.1617"
"2022-03-30","GAS","0.1615"
"2022-03-31","GAS","0.1615"
"2022-04-01","GAS","0.1617"
"2022-04-02","GAS","0.1647"
"2022-04-03","GAS","0.1647"
"2022-04-04","GAS","0.1647"
"2022-04-05","GAS","0.1646"
"2022-04-06","GAS","0.1651"
"2022-04-07","GAS","0.1648"
"2022-04-08","GAS","0.1639"
"2022-04-09","GAS","0.1626"
"2022-04-10","GAS","0.1626"
"2022-04-11","GAS","0.1626"
"2022-04-12","GAS","0.1625"
"2022-04-13","GAS","0.1613"
"2022-04-14","GAS","0.1613"
"2022-04-15","GAS","0.1597"
"2022-04-16","GAS","0.1597"
"2022-04-17","GAS","0.1597"
"2022-04-18","GAS","0.1597"
"2022-04-19","GAS","0.1597"
"2022-04-20","GAS","0.1595"
"2022-04-21","GAS","0.1587"
"2022-04-22","GAS","0.1533"
"2022-04-23","GAS","0.1528"
"2022-04-24","GAS","0.1528"
"2022-04-25","GAS","0.1528"
"2022-04-26","GAS","0.1526"
"2022-04-27","GAS","0.1506"
"2022-04-28","GAS","0.1514"
"2022-04-29","GAS","0.1509"
"2022-04-30","GAS","0.1501"
"2022-05-01","GAS","0.1501"
"2022-05-02","GAS","0.1501"
"2022-05-03","GAS","0.1502"
"2022-05-04","GAS","0.1495"
"2022-05-05","GAS","0.1494"
"2022-05-06","GAS","0.1506"
"2022-05-07","GAS","0.1523"
"2022-05-08","GAS","0.1523"
"2022-05-09","GAS","0.1523"
"2022-05-10","GAS","0.1582"
"2022-05-11","GAS","0.1569"
"2022-05-12","GAS","0.1567"
"2022-05-13","GAS","0.1523"
"2022-05-14","GAS","0.1517"
"2022-05-15","GAS","0.1517"
"2022-05-16","GAS","0.1517"
"2022-05-17","GAS","0.1517"
"2022-05-18","GAS","0.1505"
"2022-05-19","GAS","0.1500"
"2022-05-20","GAS","0.1510"
"2022-05-21","GAS","0.1497"
"2022-05-22","GAS","0.1497"
"2022-05-23","GAS","0.1497"
"2022-05-24","GAS","0.1503"
"2022-05-25","GAS","0.1493"
"2022-05-26","GAS","0.1483"
"2022-05-27","GAS","0.1483"
"2022-05-28","GAS","0.1475"
"2022-05-29","GAS","0.1475"
"2022-05-30","GAS","0.1475"
"2022-05-31","GAS","0.1473"
"2022-06-01","GAS","0.1470"
"2022-06-02","GAS","0.1468"
"2022-06-03","GAS","0.1466"
"2022-06-04","GAS","0.1465"
"2022-06-05","GAS","0.1465"
"2022-06-06","GAS","0.1465"
"2022-06-07","GAS","0.1465"
"2022-06-08","GAS","0.1464"
"2022-06-09","GAS","0.1441"
"2022-06-10","GAS","0.1439"
"2022-06-11","GAS","0.1428"
"2022-06-12","GAS","0.1428"
"2022-06-13","GAS","0.1428"
"2022-06-14","GAS","0.1434"
"2022-06-15","GAS","0.1410"
"2022-06-16","GAS","0.1411"
"2022-06-17","GAS","0.1426"
"2022-06-18","GAS","0.1438"
"2022-06-19","GAS","0.1438"
"2022-06-20","GAS","0.1438"
"2022-06-21","GAS","0.1551"
"2022-06-22","GAS","0.1669"
"2022-06-23","GAS","0.1719"
"2022-06-24","GAS","0.1731"
"2022-06-25","GAS","0.1800"
"2022-06-26","GAS","0.1800"
"2022-06-27","GAS","0.1896"
"2022-06-28","GAS","0.1977"
"2022-06-29","GAS","0.2050"
"2022-06-30","GAS","0.2044"
"2022-07-01","GAS","0.2051"
"2022-07-02","GAS","0.2065"
"2022-07-03","GAS","0.2065"
"2022-07-04","GAS","0.2073"
"2022-07-05","GAS","0.2078"
"2022-07-06","GAS","0.2095"
"2022-07-07","GAS","0.2113"
"2022-07-08","GAS","0.2209"
"2022-07-09","GAS","0.2371"
"2022-07-10","GAS","0.2371"
"2022-07-11","GAS","0.2371"
"2022-07-12","GAS","0.2371"
"2022-07-13","GAS","0.2384"
"2022-07-14","GAS","0.2568"
"2022-07-15","GAS","0.2567"
"2022-07-16","GAS","0.2584"
"2022-07-17","GAS","0.2584"
"2022-07-18","GAS","0.2584"
"2022-07-19","GAS","0.2584"
"2022-07-20","GAS","0.2581"
"2022-07-21","GAS","0.2587"
"2022-07-22","GAS","0.2589"
"2022-07-23","GAS","0.2589"
"2022-07-24","GAS","0.2589"
"2022-07-25","GAS","0.2589"
"2022-07-26","GAS","0.2550"
"2022-07-27","GAS","0.2589"
"2022-07-28","GAS","0.2603"
"2022-07-29","GAS","0.2603"
"2022-07-30","GAS","0.2603"
"2022-07-31","GAS","0.2603"
"2022-08-01","GAS","0.2605"
"2022-08-02","GAS","0.2605"
"2022-08-03","GAS","0.2605"
"2022-08-04","GAS","0.2637"
"2022-08-05","GAS","0.2663"
"2022-08-06","GAS","0.2663"
"2022-08-07","GAS","0.2663"
"2022-08-08","GAS","0.2663"
"2022-08-09","GAS","0.2830"
"2022-08-10","GAS","0.2831"
"2022-08-11","GAS","0.2822"
"2022-08-12","GAS","0.2835"
"2022-08-13","GAS","0.2836"
"2022-08-14","GAS","0.2836"
"2022-08-15","GAS","0.2836"
"2022-08-16","GAS","0.2836"
"2022-08-17","GAS","0.3100"
"2022-08-18","GAS","0.3101"
"2022-08-19","GAS","0.3101"
"2022-08-20","GAS","0.3101"
"2022-08-21","GAS","0.3101"
"2022-08-22","GAS","0.3101"
"2022-08-23","GAS","0.3101"
"2022-08-24","GAS","0.3400"
"2022-08-25","GAS","0.3408"
"2022-08-26","GAS","0.3408"
"2022-08-27","GAS","0.3408"
"2022-08-28","GAS","0.3408"
"2022-08-29","GAS","0.3408"
"2022-08-30","GAS","0.3408"
"2022-08-31","GAS","0.3408"
"2022-09-01","GAS","0.4041"
"2022-09-02","GAS","0.3994"
"2022-09-03","GAS","0.3978"
"2022-09-04","GAS","0.3978"
"2022-09-05","GAS","0.3978"
"2022-09-06","GAS","0.3978"
"2022-09-07","GAS","0.3978"
"2022-09-08","GAS","0.3945"
"2022-09-09","GAS","0.3863"
"2022-09-10","GAS","0.3863"
"2022-09-11","GAS","0.3863"
"2022-09-12","GAS","0.3863"
"2022-09-13","GAS","0.3836"
"2022-09-14","GAS","0.3672"
"2022-09-15","GAS","0.3670"
"2022-09-16","GAS","0.3744"
"2022-09-17","GAS","0.3729"
"2022-09-18","GAS","0.3729"
"2022-09-19","GAS","0.3729"
"2022-09-20","GAS","0.3739"
"2022-09-21","GAS","0.3520"
"2022-09-22","GAS","0.3520"
"2022-09-23","GAS","0.3519"
"2022-09-24","GAS","0.3519"
"2022-09-25","GAS","0.3519"
"2022-09-26","GAS","0.3519"
"2022-09-27","GAS","0.3519"
"2022-09-28","GAS","0.3466"
"2022-09-29","GAS","0.3453"
"2022-09-30","GAS","0.3462"
"2022-10-01","GAS","0.2804"
"2022-10-02","GAS","0.2804"
"2022-10-03","GAS","0.2804"
"2022-10-04","GAS","0.2804"
"2022-10-05","GAS","0.2804"
"2022-10-06","GAS","0.2802"
"2022-10-07","GAS","0.2827"
"2022-10-08","GAS","0.2407"
"2022-10-09","GAS","0.2407"
"2022-10-10","GAS","0.2407"
"2022-10-11","GAS","0.2407"
"2022-10-12","GAS","0.2407"
"2022-10-13","GAS","0.2406"
"2022-10-14","GAS","0.2406"
"2022-10-15","GAS","0.2383"
"2022-10-16","GAS","0.2383"
"2022-10-17","GAS","0.2383"
"2022-10-18","GAS","0.2353"
"2022-10-19","GAS","0.2335"
"2022-10-20","GAS","0.2307"
"2022-10-21","GAS","0.2269"
"2022-10-22","GAS","0.2240"
"2022-10-23","GAS","0.2240"
"2022-10-24","GAS","0.2240"
"2022-10-25","GAS","0.2222"
"2022-10-26","GAS","0.2185"
"2022-10-27","GAS","0.2144"
"2022-10-28","GAS","0.2133"
"2022-10-29","GAS","0.2102"
"2022-10-30","GAS","0.2102"
"2022-10-31","GAS","0.2101"
"2022-11-01","GAS","0.2100"
"2022-11-02","GAS","0.2100"
"2022-11-03","GAS","0.2086"
"2022-11-04","GAS","0.2086"
"2022-11-05","GAS","0.2054"
"2022-11-06","GAS","0.2054"
"2022-11-07","GAS","0.2053"
"2022-11-08","GAS","0.2037"
"2022-11-09","GAS","0.2010"
"2022-11-10","GAS","0.1965"
"2022-11-11","GAS","0.1965"
"2022-11-12","GAS","0.1943"
"2022-11-13","GAS","0.1943"
"2022-11-14","GAS","0.1943"
"2022-11-15","GAS","0.1939"
"2022-11-16","GAS","0.1937"
"2022-11-17","GAS","0.1903"
"2022-11-18","GAS","0.1903"
"2022-11-19","GAS","0.1896"
"2022-11-20","GAS","0.1896"
"2022-11-21","GAS","0.1897"
"2022-11-22","GAS","0.1897"
"2022-11-23","GAS","0.1886"
"2022-11-24","GAS","0.1810"
"2022-11-25","GAS","0.1891"
"2022-11-26","GAS","0.1892"
"2022-11-27","GAS","0.1892"
"2022-11-28","GAS","0.1892"
"2022-11-29","GAS","0.1892"
"2022-11-30","GAS","0.1892"
"2022-12-01","GAS","0.1891"
"2022-12-02","GAS","0.1892"
"2022-12-03","GAS","0.1992"
"2022-12-04","GAS","0.1992"
"2022-12-05","GAS","0.1992"
"2022-12-06","GAS","0.1992"
"2022-12-07","GAS","0.1992"
"2022-12-08","GAS","0.2007"
"2022-12-09","GAS","0.2019"
"2022-12-10","GAS","0.2019"
"2022-12-11","GAS","0.2019"
"2022-12-12","GAS","0.2022"
"2022-12-13","GAS","0.2022"
"2022-12-14","GAS","0.2022"
"2022-12-15","GAS","0.2021"
"2022-12-16","GAS","0.2008"
"2022-12-17","GAS","0.2008"
"2022-12-18","GAS","0.2008"
"2022-12-19","GAS","0.1995"
"2022-12-20","GAS","0.1995"
"2022-12-21","GAS","0.1995"
"2022-12-22","GAS","0.1995"
"2022-12-23","GAS","0.2134"
"2022-12-24","GAS","0.2134"
"2022-12-25","GAS","0.2134"
"2022-12-26","GAS","0.1765"
"2022-12-27","GAS","0.1765"
"2022-12-28","GAS","0.1754"
"2022-12-29","GAS","0.1743"
"2022-12-30","GAS","0.1743"
"2022-12-31","GAS","0.1743"
"2023-01-01","GAS","0.1743"
"2023-01-02","GAS","0.1609"
"2023-01-03","GAS","0.1605"
"2023-01-04","GAS","0.1587"
"2023-01-05","GAS","0.1544"
"2023-01-06","GAS","0.1404"
"2023-01-07","GAS","0.1404"
"2023-01-08","GAS","0.1404"
"2023-01-09","GAS","0.1287"
"2023-01-10","GAS","0.1449"
"2023-01-11","GAS","0.1433"
"2023-01-12","GAS","0.1432"
"2023-01-13","GAS","0.1432"
"2023-01-14","GAS","0.1432"
"2023-01-15","GAS","0.1432"
"2023-01-16","GAS","0.1388"
"2023-01-17","GAS","0.1357"
"2023-01-18","GAS","0.1231"
"2023-01-19","GAS","0.1216"
"2023-01-20","GAS","0.1207"
"2023-01-21","GAS","0.1207"
"2023-01-22","GAS","0.1207"
"2023-01-23","GAS","0.1191"
"2023-01-24","GAS","0.1195"
"2023-01-25","GAS","0.1185"
"2023-01-26","GAS","0.1183"
"2023-01-27","GAS","0.1194"
"2023-01-28","GAS","0.1194"
"2023-01-29","GAS","0.1194"
"2023-01-30","GAS","0.1203"
"2023-01-31","GAS","0.1190"
"2023-02-01","GAS","0.1186"
"2023-02-02","GAS","0.1194"
"2023-02-03","GAS","0.1207"
"2023-02-04","GAS","0.1207"
"2023-02-05","GAS","0.1207"
"2023-02-06","GAS","0.1194"
"2023-02-07","GAS","0.1201"
"2023-02-08","GAS","0.1207"
"2023-02-09","GAS","0.1205"
"2023-02-10","GAS","0.1203"
"2023-02-11","GAS","0.1203"
"2023-02-12","GAS","0.1203"
"2023-02-13","GAS","0.1196"
